reviewId,review,Ticketing,Information Channels,Travel Experience
926fe61f-36fb-4d24-880a-276e86fd1a1f,sangat bagus,,,
e355ba8f-78cb-4ef8-9ea3-54e95b538052,pembayaran yang mudah.. untuk perjalan keluarga saya.... semoga selalu amanah,positif,,
c7b95147-2b85-4c2e-8c7a-55e6272e682e,Bagus,,,
6e26625f-eba1-4202-88dd-dc73bff17d1f,mantap surantap,,,
1c211077-4a88-46a5-b69f-6ff7507559d2,saya kasih info bagi pemudik saya sarankan jangan naik bus setia negara selain sering di oper oper durasi perjalanan lama tidak full menggunakan tol waktu pemberangkatan ngaret dan tiket tidak sesuai no kursi itu lah kekurangan bus setia negara untuk aplikasi redbus nya ga ada masalah bagus cukup membantu bnyk pilihan bus,,,negatif
8e150a70-dec8-4231-b560-5d39fc340b9b,sangat membantu dalam perjalanan,,,
2a7c9498-7206-423d-a5ec-21786987be9f,aplikasi yg sangat tidak berbobot. kecurangan dan merugikan pengguna. problem sepele tp tidak dapat di selesaikan dgn mudah dan cepat. terlalu bertele2 tp ujungnya ga jelas. hati2 jgn gunakan aplikasi ini sebelum anda dirugikan. aplikasi hanya mengambil keuntungan saja tp tidak mau bertanggung jawab terhadap pengunanya. mending pakai aplikasi lain yg sdah jelas pertanggung jawabannya.,,negatif,
84734dd2-23bb-499e-a3ee-5715f7d34e5d,opsi hanya WA dan Google email,,,
89c7049c-4d9c-40ca-82d3-beae57c96cc2,sangat membantu,,,
32ce1634-bd38-46e5-902c-73da14fb5067,Aplikasi ringan,,,
a3522c62-2717-4aad-b7f3-a74266a3c3a3,ok,,,
7cc6b670-948f-4ab2-a7ee-4a1e8f43499d,gak ada opsi ganti pembayaran . harus ngulang dari awal,negatif,,
a64ceaa3-3cd4-4941-952d-25398415de1b,terimakasih,,,
8d06b33a-93ac-4241-abec-699296648ee0,mantap,,,
f8381db8-810e-4cf2-ae4e-e1cf31bcdaa5,mantaps,,,
633bb6cc-7335-47ca-9e24-406df8f1e2c6,sangat membantu,,,
2a9e3a87-f9d7-4e31-b889-121836dd1107,sangat bagus,,,
5bafb833-50f6-443c-b771-2cf7eb7e0c6b,cukup membantu dalam pembelian tiket perjalaanan,positif,,
1bb8f5fa-960b-47e8-a57c-73e035ab8de9,sangat memebantu,,,
4a7a2bd6-4951-462b-8b28-03ef7d9631e1,ok,,,
79fb8a17-1bc6-4af9-9fe7-6049753f914f,gak bisa refund tiket blok,,negatif,
dad2aede-5f61-4e8a-a272-5a3cd8486ad4,good,,,
f7921525-aeed-460c-8033-c35de7b77d74,Bagus,,,
217b1bc9-4c48-42c9-9ddb-ca20354cbea7,👍🏼,,,
ada0312e-78fc-4c7d-be79-4203bf2c6a71,kenapa ga bisa masuk ke aplikasinya,,negatif,
93403926-3787-4ba8-ab46-d56d4e75c4aa,madep betul,,,
cc7b29ec-9435-452a-82e9-d2baff1b884e,sagat baik' gak harus nunggu antrian.beli tiket,positif,positif,
4315f564-a71b-4f03-827a-b40e5ae1071f,Pesan bus Ponorogo Indah di terminal bungurasih,,,
82ea9e19-71fa-42a0-b76c-f902f96aa053,ok,,,
59621202-efaf-4f29-ad0a-ff3df9d60ac1,mantap,,,
04e627f5-9709-45f2-898e-fee300b15b30,baru pertama kali menggunakan app ini...saya pesan untuk keberangkatan tgl 27 MRT 2025 dari Tangerang ke Jogja...saya sudah mengkonfirmasi Dari pihak agen yang dituju tidak menerima tiket dari aplikasi..TOLONG tanggung jawabnya redbus...uang segitu tidak sedikit bagi saya.,negatif,negatif,negatif
91a5b604-81cd-42d7-92d0-52a1a0b3cc7a,bisa bisanya tiket saya tidak terkonfirmasi di titik keberangkatan,negatif,,negatif
231693b0-23da-40e7-974a-2b7b6fb19b86,pelit promo promo cuma bisa sekali aja aneeeeeh gabisa lagi pakai yg NEW dan PAKAILAGI,negatif,,
a4e6b982-a1aa-4690-8cf3-bff017976d33,Keren mantaaap rekomendasi,,,
e94d0203-3852-4d3d-97ef-50c69402a374,bagus,,,
b3cbc6f7-8f3c-4475-bca9-e4ef2fdb3247,mantab sekali,,,
01bac3db-9119-4188-8dd6-c7ec14e52d2a,proses booking tiket mudah,positif,,
96119a42-5959-4fd2-bb17-9940cccd22d8,pesan tiket sebelah jendela..ternyata nggak sesuai..saya dapat ditengah..mau heran tapi udah order..kecewa aja..,,,
fb08480b-ef9d-4dfb-ba98-1d0834c1988a,pembelian gagal adakah uang saya boleh dikembalikan?,,,
69cdc84f-146d-4c0c-b08c-24293307841d,ok,,,
37501653-0292-46c9-aa79-4bb7a04259bd,bagus lanjutkan,,,
6ab2516b-5ea2-4228-8faf-a8c28eeb4069,Mudah dan cepat sangat membantu,,,
ec068918-bd8c-4942-a364-34efdf603097,tolong hapus bus wafaa holiday nunggu berjam jam belum datang padahal tiket nya sore,,,negatif
1272133f-f846-43f1-a12d-4770dd6a5974,Good job! :),,,
c7a0e206-90ff-4a5c-9ca6-dde2c773b738,sangat membantu,,,
f37856a2-935c-48a2-b9cb-56a3cf844608,Top markotop,,,
c0fec748-43d0-4a3a-818d-94687488d56b,di coba dlu,,,
7eb3f504-65bb-4ab6-9702-6d4b3c3e7c9f,mau tanya dong min,,,
29c3b289-501c-4802-981d-39cfcc840c92,terjangkau,,,
a91027ed-37a2-462b-af1b-256ccae8ce28,nice,,,
8aa5868e-d84d-4286-b096-5c770438a30f,sangat membantu sekali kak,,,
4fda1e82-afdd-45dc-b32d-b2a3df0dd050,GOOD Job,,,
b0656971-60f0-4b9e-85b1-566e3fc38b6a,uang pembatalan ticket tidak di balikim,negatif,negatif,
382db82c-6425-466d-8c36-ab66d1d89f0b,Ok,,,
56c7eae1-f89e-40b3-bb0e-6330d3785eec,baru pertama kali pake redbus ,,,
91dfe8c8-5d12-4973-b442-d8da65e3489e,ok baik,,,
5fb70708-6721-4cbb-9e76-91ba2206b41c,"Ga ada CS Live, alhasil kudu refund, pdhl kursi kudu rebutan kl mudik gini. Pas mau mesen ulang kursinya udh ga ada ajg. Sumpah GAJELAS. Apa susahnya adain live cs biar bisa ngadu sama manusia sih? Biar jelas solusinya sesuai yang dibutuhkan! Gak jelas sumpah",,negatif,
f9626d36-ec44-4b28-aad6-54e56adc8b59,sejauh ini oke,,,
f0bc5f50-65c6-4d42-bfd4-098059846e02,nyaman,,,
1c715072-c09d-4f39-8aae-1c1e8d43ee4f,ok matap,,,
d319c9ff-01c5-4d95-957d-0dd42c2b9377,baik,,,
3d509220-2c45-4a5f-9666-c586752ebd62,mantap sangat mudah diakses dan di gunakan,,positif,
153b896c-6948-436c-a0b5-2964aae7e08a,tolong dipermudah untuk permintaan reschedule,,negatif,
35a91f6a-4bae-4694-86ab-48d09e45737f,lebih praktis,,,
51f222b6-7aa3-4a0d-bd53-fd7d0fa5dcc3,bintang 1 karena tidak ada jalur jakarta barat (semua area) ke Randudongkal - Pemalang.,,negatif,
84d30ec8-c116-4d40-a54d-e559e62d1017,sangat baik dan cepat,,,
7d754e91-5af5-453a-b132-5c21180c69ad,sangat membantu sekali,,,
e4f8ef61-688e-4e2d-94a5-3bfbd7ac72ef,mantap,,,
147e417d-257f-4e52-9787-68e043b0380f,ok,,,
dc6f0155-49f7-47b1-a8cd-34ea043c002e,"aplikasi rewel .harga cepat berubah, uda pilih lagi tetep ga bisa ditombol bayar .",,negatif,
00c14630-bfe4-4dcd-a57f-24ed6c1f2ca8,kenapa harga tiket dan harga di aplikasi tidak sesuai pembelian beda nya sangat jauh,negatif,,
0c37b4f8-6e64-4147-81ac-c41941e73bd4,gagal berangkat karna red nus,,negatif,
43714570-ca54-443a-9009-f7b01d7af525,Membantu buat yg gak ada waktu beli di agensi..,,,
43dc4ad3-c9f7-4344-a79d-ebb3c72ffc59,mantap,,,
5bd4e5c0-63b4-4701-b6e8-97fdb3daa4e7,sangat mudah dan cepat proses diagen utk penukaran tiketnya,,,positif
2581e0e3-235a-429d-bf53-ee10cce97fae,cukup,,,
a04f021a-7787-46bd-8533-cdd9cba05ec3,very useful Apps..!! trusted & guarantee services,,positif,
e76af39d-0c24-4ade-abb9-bd532d4f5145,ok,,,
63cfe98c-ba79-4a12-acf2-319dbefba13b,gercep,,,
8b3be9b4-4ea5-41a9-aac8-a7a24d4e1f89,ok,,,
3f87cdaf-4003-4f01-99e9-e77d90cbe8db,"Bagus tapi, atau bahkan bisa lebih mahal, jika yang pesan tiket tidak teliti, atau asal klik, karna ada ansuransi dan biaya refund. Jadi gak selalu lebih murah dari loket.",,,
3802b345-dce2-449d-be78-c0343e04a812,BUS DAMRI TUJUAN LAMPUNG METRO KE TANGEL MADURA BUS NYA GX ADA TPI DI APK INI DI CANTUM KAN SETELAH DI BAYAR TRANFER KE TNI REKENING RET BUSS DI TANYAIN BIS NYA KE PUL DAMRI GX ADA TUJUAN NYA KADUNG TRANFER KE NO REKENING RET BUS SEBESAR 1..200.000 GX PERTANGGUNG JAWAK AKAN KAMI LAPOR KAN KE POLISI APK INI,,negatif,
14f12b00-0438-4ea3-bf5e-b04b2ee43a6c,sanggat membantu,,,
6b7bc65c-9d1a-462d-ac18-cb5a6efea3cd,kondektur harus lebih sering mengingatkan penumpang untuk titik turun penumpang(agar tidak kelewatan).,,,negatif
17616a3e-46d5-4a94-bd71-aae3d751332b,susah dapet kode OTP. no wa aktif tapi keterangannya tidak terdaftar di wa. abal abal skali. refound tanpa beli asuransi dulu juga ga bisa. apk untung sepihak.,,negatif,
4cb119d5-e312-4144-9cb7-408d68d21f16,cepat,,,
062be0ad-9c5f-45f6-b31b-5146251177f4,sangat membuat,,,
bdec9292-5942-44d4-a26b-fe4b1b413a75,sangat membantu,,,
cd697af3-1889-48b0-8b44-7ddf8aeee478,sangat membantu,,,
b7d5d618-b59b-4439-bc52-a6efbc1509cd,good,,,
301a5e63-cb06-40da-b924-4c85f8598637,BANYAK BUG,,,
3b72dbb6-8bdd-4f25-9be4-56c0e1659485,good aplikasi,,,
d30ad917-d2a5-440c-936e-5b07d77e0893,Mantab,,,
0bfe6d69-ce0b-42c3-8cdc-327b5fd35f9d,Setelah update pencarian bus nya error berat di buka aplikasinya,,negatif,
0218eeda-ec31-4c8c-a0a5-7e2d2695a6dc,bagus,,,
8d626c99-14b9-4cee-b545-dacaa3b8f6ad,Tolong kembalikan uang refund saya,,negatif,
7d9da5b6-9ffd-43b9-94a7-f19b33499bdb,sangat membantu,,,
aaded2e1-deec-4301-a062-c5a6cb33087a,tolol bus gak jalan tapi tiket di jual,negatif,,negatif
f5cfbaa8-a7e8-472b-8cbf-75bac7a48fee,mudah dan cepat,,,
43c74e8b-0b98-49ed-b69a-670f580623d7,Gak bisa di cek apa pun.. Apl busuk,,negatif,
060e1005-c167-4f7e-8d69-3c04550c5a8c,senang sekali pakai aplikasi ini,,positif,
ad8967d3-8965-49b1-81cc-a6e82621fe34,mantap,,,
e72afd99-bf1b-4795-85f8-514c856ebc02,tolong dong admin fast respon pengajuan uang kembali dari tgl 11 sampai tgl 16 blum ada kabar,,negatif,
2a5f8553-8249-4f43-a6d0-4c2ea98b5c86,ok,,,
99d4b8cb-6b6c-4dc9-a043-050f06f3b2ba,good,,,
93c4c6f9-549f-4fb5-955e-0a9c900b780d,Oke,,,
479da199-0fdb-480a-a5b7-cab3df509fe6,baik,,,
375d278c-ac46-4d7e-8245-3e4a4006e4dc,baru pertama,,,
24f6b501-d7d0-4c95-acbb-7eedbe3ac132,kereeenn sihhh ini,,,
65349af6-9e02-4edc-a010-3223601cde30,Kenapa pas waktu di butuh kan malah selalu kehabisan tiket,,,
4c71671c-eb75-4966-a867-bf64a0003089,singkat padat cepat,,,
bdf7f149-dae1-4d8a-875d-c6a8f73e2aa5,Ok,,,
f354d9e6-8d95-4fed-9134-ed4a5f7c36ca,Saya refund ga masuk2 uangnya,,negatif,
68fa240e-bc19-459e-b82f-933a39648a71,Saya baru mencoba download aplikasi ini,,,
a9ca940f-85d0-4580-b87f-9488be44ecaf,Baru selesai install dibuka error itu kenapa ya..??,,negatif,
b4aeeb8e-df68-4d9d-89d5-84e9645c8639,bagus diskonnya banyak,positif,,
702c9458-b563-4db2-be80-3b78bc87b291,bug bayar pake ewalet,,negatif,
80bd754d-6a93-4b8a-bece-ccac724b989a,okey,,,
28ad9975-94e3-42fe-9b28-38d5f2a7a625,lumayan,,,
6a5b58fd-f4fe-43d3-94ee-c64ec0fc6dad,keren & mudah,,,
37786d30-8fd2-4cc9-8ba9-9b947eeb5b59,Rute nya kagak lengkap masa udh lama tapi kerjasama sama pihak bus ny masih belum lengkap aja sih untuk ke sumatera,,negatif,
13f14c3f-ade5-4220-bde0-b6fad4e2027d,good,,,
83f4fcf8-b7a1-4096-9db6-a90f6380c92e,oke,,,
3ad061ae-3a09-4a64-a0ab-8485a0abc39e,simple dan sangat membantu,,,
bea91a14-f160-4170-a542-a84388df9971,sangat membantu,,,
43c2c1c6-e8fd-4560-afec-41cad30876a9,sangat membantu,,,
3e2034b4-e222-4f6a-b994-873b83fdddaa,saya baru kali ini coba menggunakan aplikasi ini untuk pembayaran aman semoga tujuan untuk turun sesuai yaitu kepanjen malang,positif,,
fd43c3e8-d3aa-46e3-a247-38c336d437fe,Kurang lengkap bus nya,,,
de2d2158-fef5-44f5-9a54-f0a83bace36b,bagus dan woy,,,
59cf01b2-6a92-457d-aef9-722e5658ec7e,mudah sekali,,,
373918b6-999a-43fe-a065-40611b48c5ce,"gangguan terus, intall hampir 3 kali gagal terus",,negatif,
261b788d-7f18-4fc9-9673-5423178d1273,Payah. Kota2 nya gak lengkap..masa cirebon aja gak ada..,,negatif,
d78341cc-6595-4c0b-8c94-8660720ec837,Memudahkan pesen tiket,positif,,
1974f4f6-07e5-47e9-bf21-a6756587a583,Rute tidak ditemukan teroooooooooooss,,negatif,
bf940556-867e-4681-824c-b875a8d4fe3f,ok,,,
fb005076-6682-4c64-9471-41504bf098a9,Perfect,,,
8b374c9f-2de4-4efb-8075-16b0023dcc2a,good,,,
236b91ad-637d-40c9-9057-48361977d337,Jelek bgt! Udh pesen tiket,,negatif,
7db96c95-59e5-4f0c-92b0-98d65d5e16c7,baik,,,
14d8ad20-ff7f-4dec-90d9-96806e350afd,very easy and very fast to use,,positif,
bf96ab2c-46f3-472e-bc59-610111e5745e,Baik,,,
3d5b1b03-b894-4604-aa18-5a40bfd1593a,aplikasi yang sangat membantu,,,
331eba66-98af-40df-af97-cc1750d8157e,TIKET PESAWAT DAN KERETA ADAIN JUGA DONK TAPI HARUS LEBIH MURAH,,,
789dff98-12bb-4566-8d52-71590f63ec08,mantap promonya,positif,,
b40005d7-551a-459c-bd07-fac0bd576433,ok,,,
af5a29f2-2a78-4f8e-a103-b7cd39119d9e,ok,,,
1665aea2-2014-4b9c-af13-baece3d6f050,Saya ada problem dengan ini aplikasi,,negatif,
cb84fc8c-42d1-44e2-8c0a-b37f44a0b128,FAST respon. good job,,positif,
631f8d1c-b031-403f-9f26-a0fcf7570eb9,mantap,,,
2234c8c0-5d69-4dc6-ab2b-4c74920e92ad,Beli tiket garuda mas vip dr trminal gubug ke trminal pondok pinang tiba² dr agen bilang bisnya gk berangkat di ganti bus patas yg jelek agen jg bilang laen kali gk boleh beli lewat redbus dia gk mau tanggung jawab ktanya,,negatif,negatif
ef8813c3-f139-416c-90db-0b0a11c3a666,Bus yng bagus,,,
37d2a363-2118-4f89-9785-2d197a226286,mantab,,,
2da7ab75-cabc-49b3-9494-b565efb871ea,Saya mau pesan tiket di redbus tapi aplikasinya berbahasa inggris. Apa gak bisa di rubah dengan bahasa indonesia?,,negatif,
e03d532f-bfa5-45f0-8e8b-b9e7fa869d00,Sangat membantu dalam perjalanan saya,,,
28553a8d-c128-483a-bdbd-282859784ae3,lebih mudah pesan disini,positif,,
967692ea-c5ce-4308-9a6f-c86bd877dd2e,baru nyoba semoga ga mengecewakan,,,
b9acdadc-c32c-4a91-be49-ebd0a7896e2a,bagus,,,
463b542e-3878-44e6-9acb-3390c04390f9,sangat membantu...makasih banyak,,,
740d1874-37b1-404c-ba3a-6fe12e6f43e9,mantap,,,
72314d80-9d84-47f1-9d58-47d3ff854015,siip,,,
2bb32aac-04c8-4684-83cb-f430fe02b8e9,aplikasi yang membantu saya mencarikan bus untuk pulang kampung,,positif,
7827f68e-a053-4beb-b2fb-45149551655b,Hemat,,,
49e10261-3239-4a04-9260-4414848b9326,Transportasi saya gagal berangkat,,,negatif
a2b1b018-2a6b-4fd4-aed1-a5cb6148a2b7,baik,,,
918f0952-39c0-48d5-868c-d1d165f3cf52,Refund belum masuk masuk,,negatif,
0afea970-930d-4431-8495-e7cecb3e9c64,mudah dan cepat,,,
25340dfd-7f49-441d-8f44-5761a433ee7e,Sangat membantu dalam proses pemesanan bus,,,
03b81dff-7132-4718-9a62-e637169ac5cd,mantaplah lebih murah dari traveloka,positif,,
ec2868ee-02b6-4815-bef5-6993dd646c7c,ok,,,
7b60413a-ae62-407e-91ab-61a81ee7634d,banyak promo,positif,,
8d2cadcc-60ed-44a9-8088-7a49cb096fc4,Duit kembalian saya kapan dibalikkan???? Sudah 1 bulan lebih...cakap 5-14 hari tapi ini Uda satu bulan lebih Penipuan aplikasi anda,,negatif,
979a4a53-3b3e-46ac-b8f3-35bee1c7287d,bagus bgt,,,
e3bd73e2-1e15-470c-8dbb-c557daea8821,ok,,,
e6356e6c-d250-4784-8d8d-5ba62fe29370,udh bagus tapii masalhnya kalau semisal salah naruh tanggal bisa diubah duit bukan gampang dapetinnya masak langsung angus seketika aduhhh,negatif,negatif,
e90bcf88-4a62-43ff-bd24-f7bb64f218b1,Sangat membabtu,,,
a03f916d-c402-4755-a3f2-913964360975,Bagus banget,,,
40c20fce-ac33-450e-bb07-0601f3fc274b,kerennn...,,,
331a9145-c8dd-40e4-8cdd-cf1e6cac7ed2,"Saya kasih bintang full Pengalaman saya menggunakan apk redbus sangat mendukung saya Saat saya ingin pulkam, takutnya ketinggalan bus dan harusnya tolong kasih nomor tlp kru yg bertugas",,positif,
d9425d48-28e4-4d6a-bf44-38651f1eee71,Mantap,,,
c9081970-1b0c-4eac-a7ca-7ed0f3822a5d,oke,,,
2e180dae-0421-47a9-86ec-e112a9259d47,sangat sangat membantu,,,
e5af96d1-8d98-425e-b4df-8aad9a4e24d3,pelayanannya sangat baik,,,
3e79ecb6-7a04-400a-bdf5-41fea1bcca89,good,,,
99119223-be68-435d-b282-50ae65a3d263,Sejauh ini tidak bermasalah,,,
d16f9ade-5977-4577-89c4-e2abce0dfeff,thanks.sllu terbantu aplikasi ini,,positif,
b26bf0e8-7114-414f-9e28-7017059972a7,konfirmasi cepat semoga amanah,,positif,
488b4b89-6080-4d1b-82b4-95ec30a689fa,Bagus,,,
1f6d04ff-4a0b-4012-a863-5bbca69173de,Aplikasi redbus sangat membantu pemesanan tiket bis.,,,
166b189b-427a-48d8-ad12-50979a356ad4,lebih praktis,,,
9ba29f9e-9cd2-4574-890d-40288c31df39,Admin terlalu slow respon inih..kecewa berat..aplikasi sebesar ini kalau ada masalah tak cepat bertindak..di wa gk di balas2,,negatif,
eefefa71-69f2-439d-ac9d-695e03533b34,Aplikasi sering eror,,negatif,
ddc9ff19-fe45-4d8d-b99a-a95f3b57e040,sangat memuaskan terimakasih,,,
5905f2bc-93cf-4cb7-824c-8a92cd1e017b,mudah,,,
bcedc23e-ff39-4745-b9ad-80873c8aa514,mantul,,,
ead3af9a-cb84-44e4-bd82-f952eac07d33,mantab,,,
be34a50a-2187-429f-8b76-9bfd2470a2f7,selama menggunakan redbus beberapa kali alhamdulillah selalu memuaskan,,positif,
ba7f84d1-8576-45aa-8f41-84147d266366,Aplikasi pemesanan tiket Bus yang sangat terpercaya & kredibel,positif,positif,
dca781b3-41b7-4bc7-804f-5ba9d3ef1972,all good,,,
18e17f7e-a55a-443a-b4c9-52dc929645c2,mantap,,,
f53b3878-709f-461e-a1da-9a9396d52324,memudahkan 👍,,,
b63ffcaa-b762-42bd-bc24-5fb0248a2fda,bagus,,,
04b03092-c86d-4463-98da-7437ec69a933,Sangat baik dan sopan dan hati hati,,,positif
f6f2bcac-297a-4ff8-92a5-8f4f9d6b412a,lumayan bagus sistem pemesanannya. tingkatkan lagi kualitas nya,positif,positif,
d42c9275-1404-4c18-aae2-adbd5f2a5580,good aplikasi,,,
e24a6ba9-271c-4cb8-8898-15265d7e7f5f,bagus,,,
4c3ec647-5dcd-4aaf-9fd8-b46b3bb27138,sangat membantu dan memudahkan mendapatkan tiket bus,,,
0575e8bd-c7a4-4569-98c8-63ac30e267ec,Ok,,,
0233f793-6fe3-4e2f-a7e4-0f6263c52451,Coba klo pembayaran ditambahin COD lebih enak lgi...,positif,,
9bb44ffa-bb86-4958-b2c2-d1c0db5bbe15,Gak ada customer care yg bisa dihubungi? sudah bayar tiket jkt - bandung,,negatif,
56d76eb2-5ea1-488b-a442-ceccc90d2b1f,good,,,
12a26fb7-dc03-408b-a7d9-30fc96912664,Bagus pelayanannya,,,
ae4eed74-eaff-405c-9d36-e47871d935c2,gampang pesen tiket di redbus,positif,,
a3fdf86c-67ac-4ea1-81e2-077e033e67d5,saya masih bingung semenjak pakai aplikasi ini dari 2023,,negatif,
00f912da-783e-493b-be68-1d5fef469aa9,Menu oke ckp jelas namun pada saat melakukan transaksi pembayaran sering lag butuh bbrp kali baru bisa,negatif,positif,
35c9db8c-a7a8-41a8-823f-0aa79bba7ac8,Alhamdulillah pengembalian sangat cepat saat itu juga pas sudah menyelesaikan step pengembalian dana/refund. Thanks,,positif,
3f0b91e7-2699-433e-97a5-88caa6cbc16a,Agen bus kurang banyak dan kurang lengkap,,negatif,
18ab64ac-b8bd-4700-9bd7-1293e87990e9,Tolong sistem di perbaiki dr media sd user.ok memang kami yg salah pembelian tiket dGn 2 nama dan no ktp yang sama pas mau check in di tolak dan gak bisa berangkat dengan nama yang sama,negatif,negatif,negatif
f1205790-948b-438c-ba0e-2b54ebdb343d,sangat membantu,,,
975d2985-59d5-43e3-8be4-4ae0a4fb26fd,Apps memang bagus namun kita pesan online harus bayar pake kad bank Gak ada waktu tukar tiket deka kounter kita bayar boleh dijelaskan????,,,
2338dccb-6e7f-4275-8148-a6c442227434,Aman dan mudah,,,
0dae1468-f481-40cc-84f0-f0d22afb8fc1,best,,,
a8a9476d-3589-42cb-ac1a-79105bebfacc,bgus,,,
44110ea1-86f5-4c7d-a7cc-6811dc17c55a,mudah ngk ribet bisa pilih tempat duduk,,positif,
16c1c94f-b5ec-45e0-80ab-35f431afec79,👍,,,
1db95eb4-4470-4162-a227-d5bbd030a2ad,Mantabs,,,
6d0c86f2-a923-40af-9a98-adaa203226d9,SAYA SUDAH MENTRANSFER DI APP LIVIN UNTUK MEMESAN TIKET DENGAN VA YANG BENAR DAN BERHASIL,positif,,
ab28c228-04c4-4b25-bee3-9c0d141181e7,Aplikasinya bagus,,,
ba0259ff-b812-4e0f-9ae6-2773e10bf93a,Aplikasi ini sangat bagus banget aku suka Terima kasih aplikasi redbus,,positif,
c9a02077-fe8e-4f43-99ba-e05ab25cb745,app yg sangat membantu,,,
68016d64-80c5-4027-9a28-3dc402397d28,Mantap. Lanjutkan,,,
449e3f31-0228-4eac-8a39-36eab101ec9b,pemesanan mudah,positif,,
62163ca7-17dc-409c-8e91-9e549b192aed,Setiap sya beli tiket dari mataram ke maluk gak pernah di konfirmasi ke petuges damri. Bahkah sya sampe beli tiket lagi,negatif,,
4e5de20b-4773-46f5-a40e-af4e8e2d8d94,good,,,
520516f5-2c2d-4b00-8465-73c6b2faa17e,good,,,
8283facc-e0a4-49da-ac17-a3e3401f3f52,Good,,,
2a9f7fb3-746f-47b4-b65c-761470f1c4cd,membantu sekali 👍,,,
855d9c89-3465-4dbb-a3ff-4ec53f93234a,menolong banget nggak perlu ribet ke counter,,positif,
a5b1e33a-33c4-48bf-9cb1-bc7fdf58662e,"Menggunakan jasa RedBus, dan jika tanpa gangguan kemacetan yang di luar perkiraan, maka berangkat dan tiba nyaris selalu tepat waktu",,,positif
609939ea-b901-45ee-bb36-cb98c004abfa,oke membantu,,,
3d290ea4-7f25-47fd-9233-34e764ad655d,mantap,,,
4c1d1008-b65c-4fd5-b828-8b6209da6ec2,Kok ada kode otp masuk ke nomer saya ya,,negatif,
45fdd96f-a305-41dd-b419-7715c0136fad,good tapi kadang mahal dri pada offline,negatif,,
4395e086-8648-49c0-8111-9e93331a32b1,"Aplikasi ini mempersulit customer, tapi proses refund gk jelas, sudah 5 hari menunggu refund tapi gak dikirim. Lebih baik jangan beli tiket dari sini.",,negatif,
bec4ee76-f1af-4572-9b1d-6553e8d902c7,pembayaran cepat dan gampang ..,positif,,
c14fa7b1-c458-433b-b532-721d33edfe20,Mantapp promo diskonnya,positif,,
c4db518c-2b68-44fc-8831-2995b2bfe1b9,Mau daftar,,,
ae0b9e55-882f-4784-ba10-85367ba01b57,Mudah dan cepat. Informasinya lengkap.,,positif,
91d682dc-04b5-4c01-ab78-f0b37313949d,good aplikasi,,,
f57a4c21-f7f8-4a54-9e80-0bb6063119cc,nice,,,
fbb55056-adfc-4715-b9b5-a17f4f33710c,Sangat Puas,,,
3e1f8582-f14a-458a-8e94-fa236540b05d,Mengecewakan uda bayar malah pesanan di tolak,negatif,,
8998674b-de0b-49e5-946f-257127f37c74,kalo mau cri tiket mending disini saja beneran murahhhhhhhhh,,positif,
e5de7211-550e-49bb-a339-c4bb4f6d3c29,Alhamdulillah duitku kembali terimakasih redbus.,,positif,
e6fff5f9-fbbc-43bd-a5c3-5ed98f4829cc,Aplikasi yang bermanfaat,,,
ababf793-8721-4aff-9321-939a247161cf,Untuk kabupaten Pemalang di aplikasi redbus jarang ada bus,,,
28b742a4-ce46-458d-98fc-38f01615f6b3,pemesanan cukup mudah.,positif,,
607664cf-e322-49c3-baa3-d346e58530e6,cara akses mudah,,positif,
4c9b31ac-8814-422b-92c5-6994f61921ac,pemesanan tiket mudah dan gampang mudah mudahan Bus nya dpt pelayanan yg baik pokoknya Red bus ist The best,positif,,
2d9b2b25-2120-454a-8995-37ae404a435b,"sy senang & puas dgn pesan tiket dsini, cepat bget smpi nya, bnyk2 terima kasih ya😚👍",positif,,positif
dc0e8876-34cc-414e-bc12-b209032b22e0,sangat membantu sekali,,,
1b929db3-6cb7-4c19-960b-dd688325d4e9,sangat membantu,,,
5dbf5541-acdb-4769-bbe8-9fbc68055308,Ok.. 😁👍,,,
812e6287-14f8-4425-b119-36a014ad878d,Sekarang susah buat pesan karena terjadi kesalahan padahal sinyal bagus,negatif,negatif,
664d010a-aa90-47a3-9fd8-8915b73d6ddb,cepat,,,
258b4d2c-f734-4ed4-9e1a-3f7151264646,top josssss,,,
5aedcd74-86cf-47d8-9e3d-8e7ff9c94855,Masak jual tiket GK ada busnya kecewa berat,,negatif,
50ea74a8-0618-42a3-bc5b-cf5967c05c09,Aplikasi gak bisa membantu sama sekali,,,
048ca334-e068-41bc-b149-183cfb678357,mudah dan hemat,,,
093f4eda-901f-4492-bb87-5f00ffc15027,Mantap.. pelayanan yg sangat CPT..,,positif,
fdf168d3-e477-4252-a0df-d6995bc20151,Sangat menyenangkan,,,
5fcbd520-7a32-4568-a9dd-a87ec095bd8b,gampang beed,,,
3ceebcfd-ebd0-45df-bb0d-23ec156572e3,Tidak amanah untuk keberangkatan. Jam keberangkatan dan jam ketibaan tidak sesuai dengan yang ada di aplikasi. kalau bisa posting tidak ada bintang maka saya akan tidak beri bintang,,negatif,negatif
84d68f23-6661-44e0-bc07-b3f2ff9bfe27,good,,,
bdeecba4-cde5-4e5e-9c3e-78de01404409,Aplikasi yang sangat memudahkan dalam perjalanan,,positif,
be459a20-1f0c-4713-b0a0-9cb2d1edb7b2,Tgl 26 jan 2025 Tujuan jogja. ini bener2 fatal ,,,
